Date,Price,Pct_Change
2023-05-16,9.470000267028809,-0.525212062296565
2023-05-17,10.25,8.236533378851885
2023-05-18,11.739999771118164,14.536583132860148
2023-05-19,11.710000038146973,-0.2555343573770297
2023-05-22,11.84000015258789,1.1101632281590446
2023-05-23,12.640000343322754,6.756758280615438
2023-05-24,12.229999542236328,-3.243677135681522
2023-05-25,12.84000015258789,4.987740254976503
2023-05-26,13.649999618530272,6.308406980658221
2023-05-30,14.710000038146973,7.765571056703324
2023-05-31,14.710000038146973,0.0
2023-06-01,14.539999961853027,-1.1556769262616506
2023-06-02,14.520000457763672,-0.13754817153938115
2023-06-05,15.239999771118164,4.958672800657649
2023-06-06,15.460000038146973,1.4435713276435669
2023-06-07,14.6899995803833,-4.980598032753713
2023-06-08,15.1899995803833,3.4036760672729205
2023-06-09,15.020000457763672,-1.1191515952322262
2023-06-12,15.649999618530272,4.194401741452403
2023-06-13,16.0,2.2364242172588478
2023-06-14,15.90999984741211,-0.5625009536743164
2023-06-15,16.600000381469727,4.336898432905079
2023-06-16,16.299999237060547,-1.8072357681633844
2023-06-20,15.789999961853027,-3.1288300556969184
2023-06-21,14.640000343322754,-7.28308816534865
2023-06-22,14.050000190734863,-4.030055592566894
2023-06-23,14.029999732971191,-0.1423520106203391
2023-06-26,13.9399995803833,-0.6414836372119481
2023-06-27,14.609999656677246,4.80631346099023
2023-06-28,15.279999732971191,4.585900698414691
2023-06-29,15.199999809265137,-0.5235597192677299
2023-06-30,15.329999923706056,0.8552639215276825
2023-07-03,15.520000457763672,1.2394033594468779
2023-07-05,15.699999809265137,1.159789601754957
2023-07-06,15.130000114440918,-3.6305713487196467
2023-07-07,15.34000015258789,1.3879711603342004
2023-07-10,16.299999237060547,6.2581426005442475
2023-07-11,16.489999771118164,1.1656475027656654
2023-07-12,16.59000015258789,0.6064304600226444
2023-07-13,16.739999771118164,0.9041568242955877
2023-07-14,16.399999618530273,-2.03106426067281
2023-07-17,17.399999618530273,6.097561117441153
2023-07-18,18.07999992370605,3.9080478165735455
2023-07-19,18.049999237060547,-0.16593300205808292
2023-07-20,17.1299991607666,-5.096953546707006
2023-07-21,16.43000030517578,-4.0863916514021215
2023-07-24,16.31999969482422,-0.6695107018160562
2023-07-25,16.549999237060547,1.40931094691914
2023-07-26,16.43000030517578,-0.7250691082574257
2023-07-27,16.149999618530273,-1.704203782377911
2023-07-28,17.809999465942383,10.27863706886687
2023-07-31,19.84000015258789,11.39809515731558
2023-08-01,19.989999771118164,0.7560464585516069
2023-08-02,18.96999931335449,-5.102553624024486
2023-08-03,18.709999084472656,-1.3705863905793425
2023-08-04,18.200000762939453,-2.7258062345735135
2023-08-07,17.989999771118164,-1.153851555044505
2023-08-08,17.040000915527344,-5.280705212214542
2023-08-09,15.25,-10.504699644095927
2023-08-10,15.40999984741211,1.0491793272925154
2023-08-11,15.40999984741211,0.0
2023-08-14,15.720000267028809,2.011683469735792
2023-08-15,15.369999885559082,-2.226465493157903
2023-08-16,15.449999809265137,0.5204939772395001
2023-08-17,14.149999618530272,-8.414240820606834
2023-08-18,14.399999618530272,1.766784499927554
2023-08-21,14.5,0.694447111936336
2023-08-22,14.670000076293944,1.1724143192685776
2023-08-23,15.300000190734863,4.294479285374853
2023-08-24,14.140000343322754,-7.581698254582792
2023-08-25,14.529999732971191,2.758128572695573
2023-08-28,14.640000343322754,0.7570585848116096
2023-08-29,15.399999618530272,5.1912517580926965
2023-08-30,16.329999923706055,6.038963170211686
2023-08-31,14.979999542236328,-8.266995638560582
2023-09-01,15.18000030517578,1.3351186184989317
2023-09-05,15.210000038146973,0.19762669544192146
2023-09-06,15.300000190734863,0.5917169780550235
2023-09-07,15.210000038146973,-0.5882362840909705
2023-09-08,15.130000114440918,-0.5259692538159944
2023-09-11,15.789999961853027,4.362193274421511
2023-09-12,15.59000015258789,-1.266623240964626
2023-09-13,15.600000381469728,0.06414514935189075
2023-09-14,15.829999923706056,1.4743560039237602
2023-09-15,15.329999923706056,-3.1585597120011966
2023-09-18,15.460000038146973,0.8480111877879892
2023-09-19,15.149999618530272,-2.0051773535044393
2023-09-20,14.739999771118164,-2.706269688024465
2023-09-21,14.0,-5.020351306708526
2023-09-22,14.130000114440918,0.9285722460065537
2023-09-25,14.220000267028809,0.6369437498865205
2023-09-26,13.960000038146973,-1.8284122644124379
2023-09-27,14.850000381469728,6.3753606080999115
2023-09-28,15.770000457763672,6.195286549904377
2023-09-29,16.0,1.4584624956247128
2023-10-02,15.880000114440918,-0.7499992847442627
2023-10-03,14.899999618530272,-6.171287713149676
2023-10-04,15.729999542236328,5.57046942923296
2023-10-05,15.8100004196167,0.5085879193166054
2023-10-06,16.610000610351562,5.060089623667818
2023-10-09,17.610000610351562,6.020469375400195
2023-10-10,17.799999237060547,1.078924589004826
2023-10-11,17.920000076293945,0.6741620470609444
2023-10-12,17.940000534057617,0.11160969686674349
2023-10-13,17.360000610351562,-3.232998363656525
2023-10-16,17.360000610351562,0.0
2023-10-17,17.84000015258789,2.7649742244254982
2023-10-18,17.200000762939453,-3.587440494251337
2023-10-19,17.059999465942383,-0.8139609929479152
2023-10-20,16.110000610351562,-5.568574943318982
2023-10-23,16.200000762939453,0.5586601438739791
2023-10-24,16.639999389648438,2.7160407776990025
2023-10-25,15.59000015258789,-6.310091800326267
2023-10-26,15.289999961853027,-1.9243116600294874
2023-10-27,15.06999969482422,-1.4388506708808646
2023-10-30,14.6899995803833,-2.5215668356743937
2023-10-31,14.800000190734863,0.7488128896780522
2023-11-01,14.920000076293944,0.8108100271120522
2023-11-02,17.969999313354492,20.442354031261868
2023-11-03,18.88999938964844,5.1196444710504
2023-11-06,18.540000915527344,-1.8528241685009994
2023-11-07,18.799999237060547,1.4023641245640484
2023-11-08,18.489999771118164,-1.6489333963975894
2023-11-09,18.270000457763672,-1.1898286429302019
2023-11-10,19.670000076293945,7.6628329690892505
2023-11-13,19.709999084472656,0.20335032040450507
2023-11-14,19.940000534057617,1.1669277537722067
2023-11-15,19.950000762939453,0.05015159786356804
2023-11-16,19.770000457763672,-0.9022571342962693
2023-11-17,20.489999771118164,3.6418780813520346
2023-11-20,21.34000015258789,4.148366964200023
2023-11-21,19.799999237060547,-7.216499083954265
2023-11-22,19.690000534057617,-0.5555490264718799
2023-11-24,19.200000762939453,-2.4885716497092814
2023-11-27,19.07999992370605,-0.6250043461718646
2023-11-28,19.709999084472656,3.3018824071579855
2023-11-29,19.84000015258789,0.6595691230531164
2023-11-30,20.049999237060547,1.0584631192417815
2023-12-01,20.270000457763672,1.097262987903136
2023-12-04,18.399999618530277,-9.225460271349728
2023-12-05,18.299999237060547,-0.5434803453420844
2023-12-06,17.1299991607666,-6.393443306404622
2023-12-07,17.219999313354492,0.5253949620384057
2023-12-08,17.770000457763672,3.1939672842068
2023-12-11,17.770000457763672,0.0
2023-12-12,17.5,-1.5194172808572382
2023-12-13,17.8700008392334,2.1142905099051257
2023-12-14,18.209999084472656,1.9026201973801449
2023-12-15,18.200000762939453,-0.0549056674128523
2023-12-18,17.84000015258789,-1.978025248683668
2023-12-19,17.950000762939453,0.6165953442304417
2023-12-20,17.25,-3.899725533074694
2023-12-21,17.59000015258789,1.9710153773210948
2023-12-22,17.40999984741211,-1.0233104241860858
2023-12-26,17.68000030517578,1.5508354975879435
2023-12-27,17.469999313354492,-1.187788394776279
2023-12-28,17.559999465942383,0.5151697545808798
2023-12-29,17.170000076293945,-2.220953311558127
2024-01-02,16.579999923706055,-3.4362268489589898
2024-01-03,16.09000015258789,-2.9553665462782264
2024-01-04,16.25,0.994405505871776
2024-01-05,15.979999542236328,-1.6615412785456751
2024-01-08,16.670000076293945,4.317900837443056
2024-01-09,16.389999389648438,-1.6796681785484213
2024-01-10,16.790000915527344,2.440521908326243
2024-01-11,16.68000030517578,-0.6551554756011657
2024-01-12,16.760000228881836,0.4796158407816664
2024-01-16,16.530000686645508,-1.372312285771804
2024-01-17,16.389999389648438,-0.8469527597187332
2024-01-18,16.399999618530273,0.061014211435250765
2024-01-19,16.780000686645508,2.3170797375255514
2024-01-22,17.600000381469727,4.88676794558669
2024-01-23,17.329999923706055,-1.5340934767702818
2024-01-24,16.75,-3.3467970355421706
2024-01-25,16.459999084472656,-1.7313487494169721
2024-01-26,16.350000381469727,-0.6682789132515521
2024-01-29,17.09000015258789,4.525992378305044
2024-01-30,16.739999771118164,-2.047983489436811
2024-01-31,16.09000015258789,-3.8829129475361768
2024-02-01,16.329999923706055,1.491608258807653
2024-02-02,17.020000457763672,4.225355402824915
2024-02-05,16.719999313354492,-1.762638873915745
2024-02-06,21.8700008392334,30.801445797701255
2024-02-07,23.600000381469727,7.910377118654788
2024-02-08,24.51000022888184,3.855931494503828
2024-02-09,24.3799991607666,-0.5304001097562128
2024-02-12,25.049999237060547,2.7481546323108175
2024-02-13,24.01000022888184,-4.151692773866699
2024-02-14,25.190000534057617,4.91462013297419
2024-02-15,25.40999984741211,0.8733597010331495
2024-02-16,24.440000534057617,-3.817392047144319
2024-02-20,23.399999618530277,-4.255322801969985
2024-02-21,22.739999771118164,-2.8205122144081773
2024-02-22,23.59000015258789,3.7379084873575996
2024-02-23,22.96999931335449,-2.6282358424037033
2024-02-26,23.559999465942383,2.568568438070762
2024-02-27,24.530000686645508,4.117152982559813
2024-02-28,24.420000076293945,-0.4484329689050881
2024-02-29,25.07999992370605,2.7027020694107673
2024-03-01,24.93000030517578,-0.5980846052096145
2024-03-04,24.040000915527344,-3.569993496805779
2024-03-05,23.809999465942383,-0.9567447621701364
2024-03-06,26.15999984741211,9.869804427468164
2024-03-07,26.459999084472656,1.1467860810795205
2024-03-08,26.040000915527344,-1.5872947221369227
2024-03-11,25.350000381469727,-2.649771543003976
2024-03-12,24.700000762939453,-2.564101020706133
2024-03-13,25.0,1.2145717724457494
2024-03-14,24.43000030517578,-2.2799987792968768
2024-03-15,23.489999771118164,-3.847730341036737
2024-03-18,24.0,2.171137649430288
2024-03-19,23.799999237060547,-0.8333365122477177
2024-03-20,24.56999969482422,3.235296144735389
2024-03-21,24.489999771118164,-0.3256000191278252
2024-03-22,24.18000030517578,-1.2658206159232965
2024-03-25,24.51000022888184,1.3647639352404095
2024-03-26,24.88999938964844,1.5503841583763833
2024-03-27,24.51000022888184,-1.5267142229205555
2024-03-28,23.01000022888184,-6.119950983241706
2024-04-01,22.86000061035156,-0.6518888180713889
2024-04-02,22.71999931335449,-0.6124291043705155
2024-04-03,22.700000762939453,-0.08802179145876998
2024-04-04,22.479999542236328,-0.969168340568094
2024-04-05,22.959999084472656,2.1352293238907194
2024-04-08,23.0,0.174220022310001
2024-04-09,22.809999465942383,-0.8260892785113771
2024-04-10,22.420000076293945,-1.7097737780781053
2024-04-11,22.84000015258789,1.8733277201815834
2024-04-12,22.670000076293945,-0.7443085602373944
2024-04-15,21.899999618530277,-3.3965613373281744
2024-04-16,21.8799991607666,-0.09132629274911652
2024-04-17,21.309999465942383,-2.6051175351336164
2024-04-18,21.1299991607666,-0.8446753152831277
2024-04-19,20.46999931335449,-3.1235204620243207
2024-04-22,20.96999931335449,2.442599007190993
2024-04-23,21.63999938964844,3.1950410025396225
2024-04-24,21.59000015258789,-0.2310500853547559
2024-04-25,21.709999084472656,0.5558079251350989
2024-04-26,22.520000457763672,3.7310060223371577
2024-04-29,22.82999992370605,1.3765517746049172
2024-04-30,21.96999931335449,-3.766975966822328
2024-05-01,22.1200008392334,0.6827561700820439
2024-05-02,22.549999237060547,1.9439348169665305
2024-05-03,23.32999992370605,3.45898320636564
2024-05-06,25.209999084472656,8.058290471129848
2024-05-07,21.399999618530277,-15.113048807245033
2024-05-08,21.559999465942383,0.7476628517019357
2024-05-09,21.13999938964844,-1.9480523501746894
2024-05-10,20.600000381469727,-2.55439462521051
2024-05-13,20.940000534057617,1.650486147047503
2024-05-14,21.440000534057617,2.387774533180087
